StrCode	Str
9680	I have the best equipment for the Etherain War Horse.
9681	<COLOR=FFE36C0A>[Quest End - Asteria]<RETURN=1/></COLOR>Forgive me for not knowing your greatness.<RETURN=1/><RETURN=1/>Please use it well.
9682	<COLOR=FFE36C0A>[Quest Start - Asteria]<RETURN=1/></COLOR>It's you again.<RETURN=1/><RETURN=1/>I have the best equipment for the Etherain War Horse. Give me proof that you are a hero, and I'll give you the equipment. Can you do it?<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get the following items. <ITEMNAME=40973/>,<ITEMNAME=40974/>
9683	I have the best equipment for the Etherain War Horse.
9684	<COLOR=FFE36C0A>[Quest End - Asteria]<RETURN=1/></COLOR>Good job.<RETURN=1/><RETURN=1/>Please use it well.
9685	<COLOR=FFE36C0A>[Quest Start - Asteria]<RETURN=1/></COLOR>You came for the last time.<RETURN=1/><RETURN=1/>I have the best equipment for the Etherain War Horse. Give me proof that you are a hero, and I'll give you the equipment. Can you do it?<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get the following items. <ITEMNAME=40974/>,<ITEMNAME=40975/>
9686	I also have the best equipment for Etherain War Horse.
9687	<COLOR=FFE36C0A>[Quest End - Asteria]<RETURN=1/></COLOR>Good job.<RETURN=1/><RETURN=1/>Please use it well.
9688	<COLOR=FFE36C0A>[Quest Start - Doris]<RETURN=1/></COLOR>Bring me the Pledge of Graveyards.<RETURN=1/><RETURN=1/>Your heroic story is spreading all over Brakion. If you're a hero, prove it and tell us your story. Your story will be a hope for everyone.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get the following item. <ITEMNAME=40408/>
9689	Bring me the Pledge of Graveyard.
9690	<COLOR=FFE36C0A>[Quest End - Doris]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>People love your story.
9691	<COLOR=FFE36C0A>[Quest Start - Doris]<RETURN=1/></COLOR>Bring me the Pledge of Graveyards.<RETURN=1/><RETURN=1/>Your heroic story is spreading all over Brakion. If you're a hero, prove it and tell us your story. Your story will be a hope for everyone.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get the following item. <ITEMNAME=40409/>
9692	Bring me the Pledge of Graveyard.
9693	<COLOR=FFE36C0A>[Quest End - Doris]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>People love your story.
9694	<COLOR=FFE36C0A>[Quest Start - Doris]<RETURN=1/></COLOR>Bring me the Pledge of Graveyards.<RETURN=1/><RETURN=1/>Your heroic story is spreading all over Brakion. If you're a hero, prove it and tell us your story. Your story will be a hope for everyone.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get the following item. <ITEMNAME=40410/>
9695	Bring me the Pledge of Graveyard.
9696	<COLOR=FFE36C0A>[Quest End - Doris]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>People love your story.
9697	<COLOR=FFE36C0A>[Quest Start - Doris]<RETURN=1/></COLOR>Bring me the Pledge of Graveyard. People love your story.<RETURN=1/><RETURN=1/>Your heroic story is spreading all over Brakion. If you're a hero, prove it and tell us your story. Your story will be a hope for everyone.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get the following item. <ITEMNAME=40408/>
9698	Bring me the Pledge of Graveyard. People love your story.
9699	<COLOR=FFE36C0A>[Quest End - Doris]<RETURN=1/></COLOR>Thank you. <RETURN=1/><RETURN=1/>People admire you as a hero.
9700	<COLOR=FFE36C0A>[Quest Start - Doris]<RETURN=1/></COLOR>Bring me the Pledge of Graveyard. People love your story.<RETURN=1/><RETURN=1/>Your heroic story is spreading all over Brakion. If you're a hero, prove it and tell us your story. Your story will be a hope for everyone.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get the following item. <ITEMNAME=40409/>
9701	Bring me the Pledge of Graveyard. People love your story.
9702	<COLOR=FFE36C0A>[Quest End - Doris]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>People admire you as a hero.
9703	<COLOR=FFE36C0A>[Quest Start - Doris]<RETURN=1/></COLOR>Bring me the Pledge of Graveyard. People love your story.<RETURN=1/><RETURN=1/>Your heroic story is spreading all over Brakion. If you're a hero, prove it and tell us your story. Your story will be a hope for everyone.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get the following item. <ITEMNAME=40410/>
9704	Bring me the Pledge of Graveyard. People love your story.
9705	<COLOR=FFE36C0A>[Quest End - Doris]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>People admire you as a hero.
9706	<COLOR=FFE36C0A>[Quest Start - Doris]<RETURN=1/></COLOR>Bring me the Pledge of Graveyard. People love your story.<RETURN=1/><RETURN=1/>Your heroic story is spreading all over Brakion. If you're a hero, prove it and tell us your story. Your story will be a hope for everyone.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get the following item. <ITEMNAME=40411/>
9707	Bring me the Pledge of Graveyard. People love your story.
9708	<COLOR=FFE36C0A>[Quest End - Doris]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>People admire you as a hero.
9709	<COLOR=FFE36C0A>[Quest Start - Doris]<RETURN=1/></COLOR>People need the story of a hero. I mean your story.<RETURN=1/><RETURN=1/>Your heroic story is spreading all over Brakion. If you're a hero, prove it and tell us your story. Your story will be a hope for everyone.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get the following item. <ITEMNAME=40408/>
9710	If you're a hero, prove it and tell us your story. 
9711	<COLOR=FFE36C0A>[Quest End - Doris]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>People see hope in your story.
9712	<COLOR=FFE36C0A>[Quest Start - Doris]<RETURN=1/></COLOR>People need the story of a hero. I mean your story.<RETURN=1/><RETURN=1/>Your heroic story is spreading all over Brakion. If you're a hero, prove it and tell us your story. Your story will be a hope for everyone.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get the following item. <ITEMNAME=40409/>
9713	If you're a hero, prove it and tell us your story. 
9714	<COLOR=FFE36C0A>[Quest End - Doris]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>People see hope in your story.
9715	<COLOR=FFE36C0A>[Quest Start - Doris]<RETURN=1/></COLOR>People need the story of a hero. I mean your story.<RETURN=1/><RETURN=1/>Your heroic story is spreading all over Brakion. If you're a hero, prove it and tell us your story. Your story will be a hope for everyone.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get the following item. <ITEMNAME=40410/>
9716	People need the story of a hero. I mean your story.
9717	<COLOR=FFE36C0A>[Quest End- Doris]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>People see hope in your story.
9718	<COLOR=FFE36C0A>[Quest Start - Doris]<RETURN=1/></COLOR>People need the story of a hero. I mean your story.<RETURN=1/><RETURN=1/>Your heroic story is spreading all over Brakion. If you're a hero, prove it and tell us your story. Your story will be a hope for everyone.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get the following item. <ITEMNAME=40411/>
9719	People need the story of a hero. I mean your story.
9720	<COLOR=FFE36C0A>[Quest End - Doris]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>People see hope in your story.
9721	<COLOR=FFE36C0A>[Quest Start - Doris]<RETURN=1/></COLOR>Do you hear the cheers of the people? They're cheering for you.<RETURN=1/><RETURN=1/>Your heroic story is spreading all over Brakion. If you're a hero, prove it and tell us your story. Your story will be a hope for everyone.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get the following item. <ITEMNAME=40408/>
9722	People need the story of a hero. I mean your story.
9723	<COLOR=FFE36C0A>[Quest End - Doris]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>Your story will bring hope to people.
9724	<COLOR=FFE36C0A>[Quest Start - Doris]<RETURN=1/></COLOR>Do you hear the cheers of the people? They're cheering for you.<RETURN=1/><RETURN=1/>Your heroic story is spreading all over Brakion. If you're a hero, prove it and tell us your story. Your story will be a hope for everyone.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get the following item. <ITEMNAME=40409/>
9725	People need the story of a hero. I mean your story.
9726	<COLOR=FFE36C0A>[Quest End - Doris]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>Your story will bring hope to people.
9727	<COLOR=FFE36C0A>[Quest Start - Doris]<RETURN=1/></COLOR>Do you hear the cheers of the people? They're cheering for you.<RETURN=1/><RETURN=1/>Your heroic story is spreading all over Brakion. If you're a hero, prove it and tell us your story. Your story will be a hope for everyone.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get the following item. <ITEMNAME=40410/>
9728	People need the story of a hero. I mean your story.
9729	<COLOR=FFE36C0A>[Quest End - Doris]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>Your story will bring hope to people.
9730	<COLOR=FFE36C0A>[Quest Start - Doris]<RETURN=1/>[Task]<RETURN=1/><RETURN=1/></COLOR>Get the following item. <ITEMNAME=40411/>
9731	People need the story of a hero. I mean your story.
9732	<COLOR=FFE36C0A>[Quest End - Doris]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>Your story will bring hope to people.
9733	<COLOR=FFE36C0A>[Quest Start - Doris]<RETURN=1/></COLOR>Do you hear the cheers of the people? They're cheering for you.<RETURN=1/><RETURN=1/>Your heroic story is spreading all over Brakion. If you're a hero, prove it and tell us your story. Your story will be a hope for everyone.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/><RETURN=1/></COLOR>Get the following item. <ITEMNAME=40412/>
9734	People need the story of a hero. I mean your story.
9735	<COLOR=FFE36C0A>[Quest End - Doris]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>Your story will bring hope to people.
9736	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Do you remember the victory in <MAPNAME=22/>?<RETURN=1/><RETURN=1/>Eliminate demons to prove your strength.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate the following monster in <MAPNAME=22/>. <NPCNAME= 361/>
9737	Eliminate demons to prove your strength.
9738	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Good job.<RETURN=1/><RETURN=1/>You'll have to eliminate more demons to prove your strength.
9739	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Do you remember the victory in <MAPNAME=23/>?<RETURN=1/><RETURN=1/>Eliminate demons to prove your strength.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate the following monster in <MAPNAME=23/>. <NPCNAME= 36632/>
9740	Eliminate demons to prove your strength.
9741	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Good job.<RETURN=1/><RETURN=1/>You'll have to eliminate more demons to prove your strength.
9742	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Do you remember the victory in <MAPNAME=24/>?<RETURN=1/><RETURN=1/>Eliminate demons to prove your strength.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate the following monster in <MAPNAME=24/>. <NPCNAME= 36642/>
9743	Eliminate demons to prove your strength.
9744	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Good job.<RETURN=1/><RETURN=1/>You'll have to eliminate more demons to prove your strength.
9745	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Did you find <ITEMNAME=40967/>?<RETURN=1/><RETURN=1/>Can you give it to me?<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get <ITEMNAME=40967/>.
9746	War loot is always welcome.
9747	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>Bring me items any time.
9748	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Did you find <ITEMNAME=40967/>?<RETURN=1/><RETURN=1/>Can you give it to me?<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get <ITEMNAME=40967/>.
9749	War loot is always welcome.
9750	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>Bring me items any time.
9751	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Did you find <ITEMNAME=40967/>?<RETURN=1/><RETURN=1/>Can you give it to me?<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get <ITEMNAME=40967/>.
9752	War loot is always welcome.
9753	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>Bring me items any time.
9760	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Do you remember the victory in <MAPNAME=24/>?<RETURN=1/><RETURN=1/>Eliminate more powerful demons to prove your strength.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate the following monsters in <MAPNAME=24/>. <NPCNAME= 38374/>, <NPCNAME= 36642/>
9761	Eliminate more powerful demons to prove your strength.
9762	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Good job.<RETURN=1/><RETURN=1/>You'll have to eliminate more demons to prove your strength.
9763	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Do you remember the victory in <MAPNAME=25/>?<RETURN=1/><RETURN=1/>Eliminate more powerful demons to prove your strength.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate the following monsters in <MAPNAME=25/>. <NPCNAME= 555/>, <NPCNAME= 556/>
9764	Eliminate more powerful demons to prove your strength.
9765	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Good job.<RETURN=1/><RETURN=1/>You'll have to eliminate more demons to prove your strength.
9766	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Did you find <ITEMNAME=40969/>?<RETURN=1/><RETURN=1/>Can you give it to me?<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get <ITEMNAME=40969/>.
9767	War loot is always welcome.
9768	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>Bring me items any time.
9769	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Did you find <ITEMNAME=40969/>?<RETURN=1/><RETURN=1/>Can you give it to me?<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get <ITEMNAME=40969/>.
9770	War loot is always welcome.
9771	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>Bring me items any time.
9772	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Did you find <ITEMNAME=40969/>?<RETURN=1/><RETURN=1/>Can you give it to me?<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get <ITEMNAME=40969/>.
9773	War loot is always welcome.
9774	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>Bring me items any time.
9775	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Did you find <ITEMNAME=40969/>?<RETURN=1/><RETURN=1/>Can you give it to me?<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get <ITEMNAME=40969/>.
9776	War loot is always welcome.
9777	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>Bring me items any time.
9778	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Are you sure you can prove your strength?<RETURN=1/><RETURN=1/>You've successfully proved how strong you are so far. For the last time, you have to eliminate more powerful demons to prove you're a hero.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate the following monsters in <MAPNAME=22/>. <NPCNAME= 361/>, <NPCNAME= 365/>
9779	Are you sure you can prove your strength?
9780	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Excellent.<RETURN=1/><RETURN=1/>You're certainly a hero.
9781	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Are you sure you can prove your strength?<RETURN=1/><RETURN=1/>You've successfully proved how strong you are so far. For the last time, you have to eliminate more powerful demons to prove you're a hero.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate the following monsters in <MAPNAME=23/>. <NPCNAME= 36632/>, <NPCNAME= 36631/>, <NPCNAME= 36633/>
9782	Are you sure you can prove your strength?
9783	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Excellent.<RETURN=1/><RETURN=1/>You're certainly a hero.
9784	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Are you sure you can prove your strength?<RETURN=1/><RETURN=1/>You've successfully proved how strong you are so far. For the last time, you have to eliminate more powerful demons to prove you're a hero.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate the following monsters in <MAPNAME=24/>. <NPCNAME= 38374/>, <NPCNAME= 36642/>, <NPCNAME= 36641/>
9785	Are you sure you can prove your strength?
9786	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Excellent.<RETURN=1/><RETURN=1/>You're certainly a hero.
9787	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Are you sure you can prove your strength?<RETURN=1/><RETURN=1/>You've successfully proved how strong you are so far. For the last time, you have to eliminate more powerful demons to prove you're a hero.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate the following monsters in <MAPNAME=25/>. <NPCNAME= 555/>, <NPCNAME= 556/>
9788	Are you sure you can prove your strength?
9789	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Excellent.<RETURN=1/><RETURN=1/>You're certainly a hero.
9790	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Are you sure you can prove your strength?<RETURN=1/><RETURN=1/>You've successfully proved how strong you are so far. For the last time, you have to eliminate more powerful demons to prove you're a hero.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate the following monsters in <MAPNAME=21/>. <NPCNAME= 580/>
9791	Are you sure you can prove your strength?
9792	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Excellent.<RETURN=1/><RETURN=1/>You're certainly a hero.
9793	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Did you find <ITEMNAME=40971/>?<RETURN=1/><RETURN=1/>Can you give it to me?<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get <ITEMNAME=40971/>.
9794	Did you find <ITEMNAME=40971/>?
9795	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>Bring me items any time.
9796	<COLOR=FFE36C0A>[Quest Start - Maia]<RETURN=1/></COLOR>Did you find <ITEMNAME=40971/>?<RETURN=1/><RETURN=1/>Can you give it to me?<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Get <ITEMNAME=40971/>.
9797	Did you find <ITEMNAME=40971/>?
9798	<COLOR=FFE36C0A>[Quest End - Maia]<RETURN=1/></COLOR>Thank you.<RETURN=1/><RETURN=1/>Bring me items any time.
