//조합스크립트						아이템타입	분류카운터						클래스스트링코드																																					
//			"* Index(조합코드) 수정하셔도 상관 없으니, 가능한 카테고리 유지하면서 작업해 주세요"										10074 : 버서커																																					
//													10075 : 드래곤																																					
//			* 클래스 우선순위 지켜주세요										10076 : 발키리																																					
//			"  - 버서커, 드래곤, 발키리, 엘리, 섀도우, 미스틱 순"										10077 : 엘리																																					
//			* 방어구 우선순위 지켜주세요										10078 : 섀도우																																					
//			"  - 갑옷, 바지, 헬멧, 장갑, 부츠, 프텍, 벨트, 셔츠 순"										10002 : 미스틱																																					
//			"  - 갑옷, 바지, 헬멧, 장갑, 부츠, 프텍, 벨트, 셔츠 순"										10006 : 헬로이드																																					
//							1302			1302	1302	1302	1302	1302	1302																																			
//설명	조합코드	이름	네임코드	캐릭터클래스	길드클래스	아이템타입	분류카운터	분류카테고리1	분류스트링코드1	분류카테고리2	분류스트링코드2	분류카테고리3	분류스트링코드3	분류카테고리4	분류스트링코드4	재료1	재료1등급	재료1개수	재료2	재료2등급	재료2개수	재료3	재료3등급	재료3개수	재료4	재료4등급	재료4개수	재료5	재료5등급	재료5개수	재료6	재료6등급	재료6개수	소모돈	성공확율	보상타입	보상아이템	보상아이템등급	보상아이템수	조합가능맵1	조합가능맵2	조합가능맵3	조합가능맵4	조합가능맵5	조합가능맵6	조합가능맵7	조합가능맵8	조합가능맵9	조합가능맵10	
	Code	Name	Ncode	LimitCharClass	LimitGuildClass	ItemType	CategorySubCount	bCategory1	Category1_Scode	bCategory2	Category2_Scode	bCategory3	Category3_Scode	bCategory4	Category4_Scode	MaterialCode1	IGType1	MaterialCount1	MaterialCode2	IGType2	MaterialCount2	MaterialCode3	IGType3	MaterialCount3	MaterialCode4	IGType4	MaterialCount4	MaterialCode5	IGType5	MaterialCount5	MaterialCode6	IGType6	MaterialCount6	Money	SuccessRatio	bResultType	ResultItemCode	ResultIGType	ResultItemCount	AllowedMapCode00	AllowedMapCode01	AllowedMapCode02	AllowedMapCode03	AllowedMapCode04	AllowedMapCode05	AllowedMapCode06	AllowedMapCode07	AllowedMapCode08	AllowedMapCode09	FieldEnd
	2604	검게물든_토르_바지	12261	0	0	0	4	21	9467	52	12516	1	10074	4	12261	51506	10015	1	6057	0	10	6097	0	13	7252	0	24	7248	0	20	0	0	0	110000000 	100	1	51754	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2605	검게물든_토르_헬멧	12262	0	0	0	4	21	9467	52	12516	1	10074	5	12262	51505	10015	1	6057	0	8	6097	0	11	7252	0	24	7248	0	20	0	0	0	100000000 	100	1	51753	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2606	검게물든_토르_장갑	12263	0	0	0	4	21	9467	52	12516	1	10074	6	12263	51508	10015	1	6057	0	6	6097	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51756	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2607	검게물든_토르_부츠	12264	0	0	0	4	21	9467	52	12516	1	10074	7	12264	51507	10015	1	6057	0	6	6097	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51755	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2608	검게물든_토르_프로텍터	12265	0	0	0	4	21	9467	52	12516	1	10074	8	12265	51504	10015	1	6057	0	4	6097	0	7	7252	0	20	7248	0	12	0	0	0	80000000 	100	1	51752	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2609	검게물든_토르_벨트	12266	0	0	0	4	21	9467	52	12516	1	10074	9	12266	51509	10015	1	6057	0	3	6097	0	6	7252	0	16	7248	0	12	0	0	0	70000000 	100	1	51757	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2610	검게물든_토르_셔츠	12267	0	0	0	4	21	9467	52	12516	1	10074	10	12267	51510	10015	1	6057	0	2	6097	0	5	7252	0	12	7248	0	8	0	0	0	60000000 	100	1	51758	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2611	검게물든_요툰의_한손검	12446	0	0	0	4	21	9467	52	12516	2	10075	1	12446	50094	10015	1	6057	0	15	6098	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50575	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2612	검게물든_요툰의_창	12447	0	0	0	4	21	9467	52	12516	2	10075	2	12447	50095	10015	1	6057	0	15	6098	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50576	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2613	검게물든_헤임달_갑옷	12448	0	0	0	4	21	9467	52	12516	2	10075	3	12448	51511	10015	1	6057	0	12	6098	0	15	7252	0	28	7248	0	20	0	0	0	120000000 	100	1	51759	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2614	검게물든_헤임달_바지	12449	0	0	0	4	21	9467	52	12516	2	10075	4	12449	51514	10015	1	6057	0	10	6098	0	13	7252	0	24	7248	0	20	0	0	0	110000000 	100	1	51762	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2615	검게물든_헤임달_헬멧	12450	0	0	0	4	21	9467	52	12516	2	10075	5	12450	51513	10015	1	6057	0	8	6098	0	11	7252	0	24	7248	0	20	0	0	0	100000000 	100	1	51761	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2616	검게물든_헤임달_장갑	12451	0	0	0	4	21	9467	52	12516	2	10075	6	12451	51516	10015	1	6057	0	6	6098	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51764	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2617	검게물든_헤임달_부츠	12452	0	0	0	4	21	9467	52	12516	2	10075	7	12452	51515	10015	1	6057	0	6	6098	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51763	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2618	검게물든_헤임달_프로텍터	12453	0	0	0	4	21	9467	52	12516	2	10075	8	12453	51512	10015	1	6057	0	4	6098	0	7	7252	0	20	7248	0	12	0	0	0	80000000 	100	1	51760	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2619	검게물든_헤임달_벨트	12454	0	0	0	4	21	9467	52	12516	2	10075	9	12454	51517	10015	1	6057	0	3	6098	0	6	7252	0	16	7248	0	12	0	0	0	70000000 	100	1	51765	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2620	검게물든_헤임달_셔츠	12455	0	0	0	4	21	9467	52	12516	2	10075	10	12455	51518	10015	1	6057	0	2	6098	0	5	7252	0	12	7248	0	8	0	0	0	60000000 	100	1	51766	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2621	검게물든_바나의_한손석궁	12456	0	0	0	4	21	9467	52	12516	3	10076	1	12456	50096	10015	1	6057	0	15	6100	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50577	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2622	검게물든_바나의_에테르웨폰	12457	0	0	0	4	21	9467	52	12516	3	10076	2	12457	50097	10015	1	6057	0	15	6100	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50578	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2623	검게물든_스카디_갑옷	12458	0	0	0	4	21	9467	52	12516	3	10076	3	12458	51527	10015	1	6057	0	12	6100	0	15	7252	0	28	7248	0	20	0	0	0	120000000 	100	1	51767	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2624	검게물든_스카디_바지	12459	0	0	0	4	21	9467	52	12516	3	10076	4	12459	51530	10015	1	6057	0	10	6100	0	13	7252	0	24	7248	0	20	0	0	0	110000000 	100	1	51770	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2625	검게물든_스카디_헬멧	12460	0	0	0	4	21	9467	52	12516	3	10076	5	12460	51529	10015	1	6057	0	8	6100	0	11	7252	0	24	7248	0	20	0	0	0	100000000 	100	1	51769	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2626	검게물든_스카디_장갑	12461	0	0	0	4	21	9467	52	12516	3	10076	6	12461	51532	10015	1	6057	0	6	6100	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51772	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2627	검게물든_스카디_부츠	12462	0	0	0	4	21	9467	52	12516	3	10076	7	12462	51531	10015	1	6057	0	6	6100	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51771	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2628	검게물든_스카디_프로텍터	12463	0	0	0	4	21	9467	52	12516	3	10076	8	12463	51528	10015	1	6057	0	4	6100	0	7	7252	0	20	7248	0	12	0	0	0	80000000 	100	1	51768	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2629	검게물든_스카디_벨트	12464	0	0	0	4	21	9467	52	12516	3	10076	9	12464	51533	10015	1	6057	0	3	6100	0	6	7252	0	16	7248	0	12	0	0	0	70000000 	100	1	51773	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2630	검게물든_스카디_셔츠	12465	0	0	0	4	21	9467	52	12516	3	10076	10	12465	51534	10015	1	6057	0	2	6100	0	5	7252	0	12	7248	0	8	0	0	0	60000000 	100	1	51774	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2631	검게물든_알브의_지팡이	12466	0	0	0	4	21	9467	52	12516	4	10077	1	12466	50098	10015	1	6057	0	15	6101	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50579	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2632	검게물든_알브의_오브	12467	0	0	0	4	21	9467	52	12516	4	10077	2	12467	50099	10015	1	6057	0	15	6101	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50580	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2633	검게물든_프레이야_갑옷	12468	0	0	0	4	21	9467	52	12516	4	10077	3	12468	51519	10015	1	6057	0	12	6101	0	15	7252	0	28	7248	0	20	0	0	0	120000000 	100	1	51775	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2634	검게물든_프레이야_바지	12469	0	0	0	4	21	9467	52	12516	4	10077	4	12469	51522	10015	1	6057	0	10	6101	0	13	7252	0	24	7248	0	20	0	0	0	110000000 	100	1	51778	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2635	검게물든_프레이야_헬멧	12470	0	0	0	4	21	9467	52	12516	4	10077	5	12470	51521	10015	1	6057	0	8	6101	0	11	7252	0	24	7248	0	20	0	0	0	100000000 	100	1	51777	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2636	검게물든_프레이야_장갑	12471	0	0	0	4	21	9467	52	12516	4	10077	6	12471	51524	10015	1	6057	0	6	6101	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51780	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2637	검게물든_프레이야_부츠	12472	0	0	0	4	21	9467	52	12516	4	10077	7	12472	51523	10015	1	6057	0	6	6101	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51779	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2638	검게물든_프레이야_프로텍터	12473	0	0	0	4	21	9467	52	12516	4	10077	8	12473	51520	10015	1	6057	0	4	6101	0	7	7252	0	20	7248	0	12	0	0	0	80000000 	100	1	51776	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2639	검게물든_프레이야_벨트	12474	0	0	0	4	21	9467	52	12516	4	10077	9	12474	51525	10015	1	6057	0	3	6101	0	6	7252	0	16	7248	0	12	0	0	0	70000000 	100	1	51781	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2640	검게물든_프레이야_셔츠	12475	0	0	0	4	21	9467	52	12516	4	10077	10	12475	51526	10015	1	6057	0	2	6101	0	5	7252	0	12	7248	0	8	0	0	0	60000000 	100	1	51782	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2641	검게물든_니플의_대거	12476	0	0	0	4	21	9467	52	12516	5	10078	1	12476	50124	10015	1	6057	0	15	6099	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50581	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2642	검게물든_니플의_채찍검	12477	0	0	0	4	21	9467	52	12516	5	10078	2	12477	50125	10015	1	6057	0	15	6099	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50582	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2643	검게물든_로키_갑옷	12478	0	0	0	4	21	9467	52	12516	5	10078	3	12478	51535	10015	1	6057	0	12	6099	0	15	7252	0	28	7248	0	20	0	0	0	120000000 	100	1	51783	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2644	검게물든_로키_바지	12479	0	0	0	4	21	9467	52	12516	5	10078	4	12479	51538	10015	1	6057	0	10	6099	0	13	7252	0	24	7248	0	20	0	0	0	110000000 	100	1	51786	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2645	검게물든_로키_헬멧	12480	0	0	0	4	21	9467	52	12516	5	10078	5	12480	51537	10015	1	6057	0	8	6099	0	11	7252	0	24	7248	0	20	0	0	0	100000000 	100	1	51785	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2646	검게물든_로키_장갑	12481	0	0	0	4	21	9467	52	12516	5	10078	6	12481	51540	10015	1	6057	0	6	6099	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51788	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2647	검게물든_로키_부츠	12482	0	0	0	4	21	9467	52	12516	5	10078	7	12482	51539	10015	1	6057	0	6	6099	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51787	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2648	검게물든_로키_프로텍터	12483	0	0	0	4	21	9467	52	12516	5	10078	8	12483	51536	10015	1	6057	0	4	6099	0	7	7252	0	20	7248	0	12	0	0	0	80000000 	100	1	51784	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2649	검게물든_로키_벨트	12484	0	0	0	4	21	9467	52	12516	5	10078	9	12484	51541	10015	1	6057	0	3	6099	0	6	7252	0	16	7248	0	12	0	0	0	70000000 	100	1	51789	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2650	검게물든_로키_셔츠	12485	0	0	0	4	21	9467	52	12516	5	10078	10	12485	51542	10015	1	6057	0	2	6099	0	5	7252	0	12	7248	0	8	0	0	0	60000000 	100	1	51790	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2651	검게물든_스바르트의_건틀렛	12486	0	0	0	4	21	9467	52	12516	6	10002	1	12486	50126	10015	1	6057	0	15	6102	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50583	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2652	검게물든_스바르트의_에테르사이드	12487	0	0	0	4	21	9467	52	12516	6	10002	2	12487	50127	10015	1	6057	0	15	6102	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50584	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2653	검게물든_시프_갑옷	12488	0	0	0	4	21	9467	52	12516	6	10002	3	12488	51543	10015	1	6057	0	12	6102	0	15	7252	0	28	7248	0	20	0	0	0	120000000 	100	1	51791	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2654	검게물든_시프_바지	12489	0	0	0	4	21	9467	52	12516	6	10002	4	12489	51546	10015	1	6057	0	10	6102	0	13	7252	0	24	7248	0	20	0	0	0	110000000 	100	1	51794	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2655	검게물든_시프_헬멧	12490	0	0	0	4	21	9467	52	12516	6	10002	5	12490	51545	10015	1	6057	0	8	6102	0	11	7252	0	24	7248	0	20	0	0	0	100000000 	100	1	51793	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2656	검게물든_시프_장갑	12491	0	0	0	4	21	9467	52	12516	6	10002	6	12491	51548	10015	1	6057	0	6	6102	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51796	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2657	검게물든_시프_부츠	12492	0	0	0	4	21	9467	52	12516	6	10002	7	12492	51547	10015	1	6057	0	6	6102	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51795	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2658	검게물든_시프_프로텍터	12493	0	0	0	4	21	9467	52	12516	6	10002	8	12493	51544	10015	1	6057	0	4	6102	0	7	7252	0	20	7248	0	12	0	0	0	80000000 	100	1	51792	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2659	검게물든_시프_벨트	12494	0	0	0	4	21	9467	52	12516	6	10002	9	12494	51549	10015	1	6057	0	3	6102	0	6	7252	0	16	7248	0	12	0	0	0	70000000 	100	1	51797	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2660	검게물든_시프_셔츠	12495	0	0	0	4	21	9467	52	12516	6	10002	10	12495	51550	10015	1	6057	0	2	6102	0	5	7252	0	12	7248	0	8	0	0	0	60000000 	100	1	51798	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2661	검게물든_티르의_에테르블래스터	12496	0	0	0	4	21	9467	52	12516	7	10006	1	12496	50133	10015	1	6057	0	15	6103	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50585	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2662	검게물든_노르넨_갑옷	12497	0	0	0	4	21	9467	52	12516	7	10006	2	12497	51687	10015	1	6057	0	12	6103	0	15	7252	0	28	7248	0	20	0	0	0	120000000 	100	1	51799	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2663	검게물든_노르넨_바지	12498	0	0	0	4	21	9467	52	12516	7	10006	3	12498	51690	10015	1	6057	0	10	6103	0	13	7252	0	24	7248	0	20	0	0	0	110000000 	100	1	51802	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2664	검게물든_노르넨_헬멧	12499	0	0	0	4	21	9467	52	12516	7	10006	4	12499	51689	10015	1	6057	0	8	6103	0	11	7252	0	24	7248	0	20	0	0	0	100000000 	100	1	51801	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2665	검게물든_노르넨_장갑	12500	0	0	0	4	21	9467	52	12516	7	10006	5	12500	51692	10015	1	6057	0	6	6103	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51804	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2666	검게물든_노르넨_부츠	12501	0	0	0	4	21	9467	52	12516	7	10006	6	12501	51691	10015	1	6057	0	6	6103	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51803	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2667	검게물든_노르넨_프로텍터	12502	0	0	0	4	21	9467	52	12516	7	10006	7	12502	51688	10015	1	6057	0	4	6103	0	7	7252	0	20	7248	0	12	0	0	0	80000000 	100	1	51800	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2668	검게물든_노르넨_벨트	12503	0	0	0	4	21	9467	52	12516	7	10006	8	12503	51693	10015	1	6057	0	3	6103	0	6	7252	0	16	7248	0	12	0	0	0	70000000 	100	1	51805	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2669	검게물든_노르넨_셔츠	12504	0	0	0	4	21	9467	52	12516	7	10006	9	12504	51694	10015	1	6057	0	2	6103	0	5	7252	0	12	7248	0	8	0	0	0	60000000 	100	1	51806	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2670	검게물든_테미스의_아크블레이드	12505	0	0	0	4	21	9467	52	12516	8	10008	1	12505	50325	10015	1	6057	0	15	6104	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50599	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2671	검게물든_모리유_갑옷	12506	0	0	0	4	21	9467	52	12516	8	10008	2	12506	57041	10015	1	6057	0	12	6104	0	15	7252	0	28	7248	0	20	0	0	0	120000000 	100	1	51807	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2672	검게물든_모리유_바지	12507	0	0	0	4	21	9467	52	12516	8	10008	3	12507	57044	10015	1	6057	0	10	6104	0	13	7252	0	24	7248	0	20	0	0	0	110000000 	100	1	51810	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2673	검게물든_모리유_헬멧	12508	0	0	0	4	21	9467	52	12516	8	10008	4	12508	57043	10015	1	6057	0	8	6104	0	11	7252	0	24	7248	0	20	0	0	0	100000000 	100	1	51809	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2674	검게물든_모리유_장갑	12509	0	0	0	4	21	9467	52	12516	8	10008	5	12509	57046	10015	1	6057	0	6	6104	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51812	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2675	검게물든_모리유_부츠	12510	0	0	0	4	21	9467	52	12516	8	10008	6	12510	57045	10015	1	6057	0	6	6104	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51811	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2676	검게물든_모리유_프로텍터	12511	0	0	0	4	21	9467	52	12516	8	10008	7	12511	57042	10015	1	6057	0	4	6104	0	7	7252	0	20	7248	0	12	0	0	0	80000000 	100	1	51808	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2677	검게물든_모리유_벨트	12512	0	0	0	4	21	9467	52	12516	8	10008	8	12512	57047	10015	1	6057	0	3	6104	0	6	7252	0	16	7248	0	12	0	0	0	70000000 	100	1	51813	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2678	검게물든_모리유_셔츠	12513	0	0	0	4	21	9467	52	12516	8	10008	9	12513	57048	10015	1	6057	0	2	6104	0	5	7252	0	12	7248	0	8	0	0	0	60000000 	100	1	51814	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//31. 투사의 엘리트 아이템(10001 ~ 10100)																																																		
//31-2 투사의 엘리트 2차 아이템 (10001~10100)																																																		
	10001	피로물든_발로그_양손도끼	10505	0	0	0	4	31	9744	2	9745	1	10074	1	10505	50222	0	1	41537	0	30	55603	0	84	0	0	0	0	0	0	0	0	0	20000000	50	1	50258	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10002	피로물든_발로그_양손검	10506	0	0	0	4	31	9744	2	9745	1	10074	2	10506	50223	0	1	41537	0	30	55603	0	84	0	0	0	0	0	0	0	0	0	20000000	50	1	50259	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10003	피로물든_아에시마데바_갑옷	10507	0	0	0	4	31	9744	2	9745	1	10074	3	10507	51177	0	1	41537	0	12	55603	0	42	0	0	0	0	0	0	0	0	0	16000000	50	1	51401	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10004	피로물든_아에시마데바_바지	10510	0	0	0	4	31	9744	2	9745	1	10074	4	10510	51180	0	1	41537	0	10	55603	0	33	0	0	0	0	0	0	0	0	0	14500000	50	1	51404	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10005	피로물든_아에시마데바_헬멧	10509	0	0	0	4	31	9744	2	9745	1	10074	5	10509	51179	0	1	41537	0	7	55603	0	30	0	0	0	0	0	0	0	0	0	13000000	50	1	51403	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10006	피로물든_아에시마데바_장갑	10512	0	0	0	4	31	9744	2	9745	1	10074	6	10512	51182	0	1	41537	0	9	55603	0	30	0	0	0	0	0	0	0	0	0	11500000	50	1	51406	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10007	피로물든_아에시마데바_부츠	10511	0	0	0	4	31	9744	2	9745	1	10074	7	10511	51181	0	1	41537	0	9	55603	0	33	0	0	0	0	0	0	0	0	0	11500000	50	1	51405	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10008	피로물든_아에시마데바_프로텍터	10508	0	0	0	4	31	9744	2	9745	1	10074	8	10508	51178	0	1	41537	0	6	55603	0	21	0	0	0	0	0	0	0	0	0	10000000	50	1	51402	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10009	피로물든_아에시마데바_벨트	10513	0	0	0	4	31	9744	2	9745	1	10074	9	10513	51183	0	1	41537	0	6	55603	0	27	0	0	0	0	0	0	0	0	0	9000000	50	1	51407	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10010	피로물든_아에시마데바_셔츠	10514	0	0	0	4	31	9744	2	9745	1	10074	10	10514	51184	0	1	41537	0	5	55603	0	15	0	0	0	0	0	0	0	0	0	8000000	50	1	51408	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10011	피로물든_라합_한손검	10515	0	0	0	4	31	9744	2	9745	2	10075	1	10515	50224	0	1	41537	0	30	55603	0	84	0	0	0	0	0	0	0	0	0	20000000	50	1	50260	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10012	피로물든_라합_창	10516	0	0	0	4	31	9744	2	9745	2	10075	2	10516	50225	0	1	41537	0	30	55603	0	84	0	0	0	0	0	0	0	0	0	20000000	50	1	50261	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10013	피로물든_벨제뷔트_갑옷	10517	0	0	0	4	31	9744	2	9745	2	10075	3	10517	51185	0	1	41537	0	12	55603	0	42	0	0	0	0	0	0	0	0	0	16000000	50	1	51409	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10014	피로물든_벨제뷔트_바지	10520	0	0	0	4	31	9744	2	9745	2	10075	4	10520	51188	0	1	41537	0	10	55603	0	33	0	0	0	0	0	0	0	0	0	14500000	50	1	51412	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10015	피로물든_벨제뷔트_헬멧	10519	0	0	0	4	31	9744	2	9745	2	10075	5	10519	51187	0	1	41537	0	7	55603	0	30	0	0	0	0	0	0	0	0	0	13000000	50	1	51411	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10016	피로물든_벨제뷔트_장갑	10522	0	0	0	4	31	9744	2	9745	2	10075	6	10522	51190	0	1	41537	0	9	55603	0	30	0	0	0	0	0	0	0	0	0	11500000	50	1	51414	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10017	피로물든_벨제뷔트_부츠	10521	0	0	0	4	31	9744	2	9745	2	10075	7	10521	51189	0	1	41537	0	9	55603	0	33	0	0	0	0	0	0	0	0	0	11500000	50	1	51413	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10018	피로물든_벨제뷔트_프로텍터	10518	0	0	0	4	31	9744	2	9745	2	10075	8	10518	51186	0	1	41537	0	6	55603	0	21	0	0	0	0	0	0	0	0	0	10000000	50	1	51410	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10019	피로물든_벨제뷔트_벨트	10523	0	0	0	4	31	9744	2	9745	2	10075	9	10523	51191	0	1	41537	0	6	55603	0	27	0	0	0	0	0	0	0	0	0	9000000	50	1	51415	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10020	피로물든_벨제뷔트_셔츠	10524	0	0	0	4	31	9744	2	9745	2	10075	10	10524	51192	0	1	41537	0	5	55603	0	15	0	0	0	0	0	0	0	0	0	8000000	50	1	51416	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
